race_date,source_cname
2023-04-15,pw01ses10032023010320230415/24
2023-04-15,pw01ses10062023030720230415/30
2023-04-15,pw01ses10092023020720230415/DD
2023-04-16,pw01ses10032023010420230416/12
2023-04-16,pw01ses10062023030820230416/1E
2023-04-16,pw01ses10092023020820230416/CB
2023-04-22,pw01ses10032023010520230422/B1
2023-04-22,pw01ses10052023020120230422/AA
2023-04-22,pw01ses10082023010120230422/57
2023-04-23,pw01ses10032023010620230423/9F
2023-04-23,pw01ses10052023020220230423/98
2023-04-23,pw01ses10082023010220230423/45
2023-04-29,pw01ses10042023010120230429/8C
2023-04-29,pw01ses10052023020320230429/ED
2023-04-29,pw01ses10082023010320230429/9A
2023-04-30,pw01ses10042023010220230430/C4
2023-04-30,pw01ses10052023020420230430/25
2023-04-30,pw01ses10082023010420230430/D2
2023-05-06,pw01ses10042023010320230506/0A
2023-05-06,pw01ses10052023020520230506/6B
2023-05-06,pw01ses10082023010520230506/18
2023-05-07,pw01ses10042023010420230507/F8
2023-05-07,pw01ses10052023020620230507/59
2023-05-07,pw01ses10082023010620230507/06
2023-05-13,pw01ses10042023010520230513/97
2023-05-13,pw01ses10052023020720230513/F8
2023-05-13,pw01ses10082023010720230513/A5
2023-05-14,pw01ses10042023010620230514/85
2023-05-14,pw01ses10052023020820230514/E6
2023-05-14,pw01ses10082023010820230514/93
2023-05-20,pw01ses10042023010720230520/24
2023-05-20,pw01ses10052023020920230520/85
2023-05-20,pw01ses10082023010920230520/32
2023-05-21,pw01ses10042023010820230521/12
2023-05-21,pw01ses10052023021020230521/05
2023-05-21,pw01ses10082023011020230521/B2
2023-05-27,pw01ses10052023021120230527/5A
2023-05-27,pw01ses10082023011120230527/07
2023-05-28,pw01ses10052023021220230528/48
2023-05-28,pw01ses10082023011220230528/F5
2023-06-03,pw01ses10052023030120230603/98
2023-06-03,pw01ses10092023030120230603/C0
2023-06-04,pw01ses10052023030220230604/86
2023-06-04,pw01ses10092023030220230604/AE
2023-06-10,pw01ses10022023010120230610/FF
2023-06-10,pw01ses10052023030320230610/25
2023-06-10,pw01ses10092023030320230610/4D
2023-06-11,pw01ses10022023010220230611/ED
2023-06-11,pw01ses10052023030420230611/13
2023-06-11,pw01ses10092023030420230611/3B
2023-06-17,pw01ses10022023010320230617/42
2023-06-17,pw01ses10052023030520230617/68
2023-06-17,pw01ses10092023030520230617/90
2023-06-18,pw01ses10022023010420230618/30
2023-06-18,pw01ses10052023030620230618/56
2023-06-18,pw01ses10092023030620230618/7E
2023-06-24,pw01ses10022023010520230624/CF
2023-06-24,pw01ses10052023030720230624/F5
2023-06-24,pw01ses10092023030720230624/1D
2023-06-25,pw01ses10022023010620230625/BD
2023-06-25,pw01ses10052023030820230625/E3
2023-06-25,pw01ses10092023030820230625/0B
2023-07-01,pw01ses10022023020120230701/CC
2023-07-01,pw01ses10032023020120230701/16
2023-07-01,pw01ses10072023030120230701/6F
2023-07-02,pw01ses10022023020220230702/BA
2023-07-02,pw01ses10032023020220230702/04
2023-07-02,pw01ses10072023030220230702/5D
2023-07-08,pw01ses10022023020320230708/0F
2023-07-08,pw01ses10032023020320230708/59
2023-07-08,pw01ses10072023030320230708/B2
2023-07-09,pw01ses10022023020420230709/FD
2023-07-09,pw01ses10032023020420230709/47
2023-07-09,pw01ses10072023030420230709/A0
2023-07-15,pw01ses10022023020520230715/9C
2023-07-15,pw01ses10032023020520230715/E6
2023-07-15,pw01ses10072023030520230715/3F
2023-07-16,pw01ses10022023020620230716/8A
2023-07-16,pw01ses10032023020620230716/D4
2023-07-16,pw01ses10072023030620230716/2D
2023-07-22,pw01ses10012023010120230722/FC
2023-07-22,pw01ses10032023020720230722/73
2023-07-22,pw01ses10072023030720230722/CC
2023-07-23,pw01ses10012023010220230723/EA
2023-07-23,pw01ses10032023020820230723/61
2023-07-23,pw01ses10072023030820230723/BA
2023-07-29,pw01ses10012023010320230729/3F
2023-07-29,pw01ses10042023020120230729/68
2023-07-30,pw01ses10012023010420230730/77
2023-07-30,pw01ses10042023020220230730/A0
2023-08-05,pw01ses10012023010520230805/42
2023-08-05,pw01ses10042023020320230805/6B
2023-08-06,pw01ses10012023010620230806/30
2023-08-06,pw01ses10042023020420230806/59
2023-08-12,pw01ses10012023020120230812/4E
2023-08-12,pw01ses10042023030120230812/5D
2023-08-12,pw01ses10102023030120230812/5E
2023-08-13,pw01ses10012023020220230813/3C
2023-08-13,pw01ses10042023030220230813/4B
2023-08-13,pw01ses10102023030220230813/4C
2023-08-19,pw01ses10012023020320230819/91
2023-08-19,pw01ses10042023030320230819/A0
2023-08-19,pw01ses10102023030320230819/A1
2023-08-20,pw01ses10012023020420230820/C9
2023-08-20,pw01ses10042023030420230820/D8
2023-08-20,pw01ses10102023030420230820/D9
2023-08-26,pw01ses10012023020520230826/1E
2023-08-26,pw01ses10042023030520230826/2D
2023-08-26,pw01ses10102023030520230826/2E
2023-08-27,pw01ses10012023020620230827/0C
2023-08-27,pw01ses10042023030620230827/1B
2023-08-27,pw01ses10102023030620230827/1C
2023-09-02,pw01ses10012023020720230902/21
2023-09-02,pw01ses10042023030720230902/30
2023-09-02,pw01ses10102023030720230902/31
2023-09-03,pw01ses10012023020820230903/0F
2023-09-03,pw01ses10042023030820230903/1E
2023-09-03,pw01ses10102023030820230903/1F
2023-09-09,pw01ses10062023040120230909/A0
2023-09-09,pw01ses10092023040120230909/7E
2023-09-10,pw01ses10062023040220230910/D8
2023-09-10,pw01ses10092023040220230910/B6
2023-09-16,pw01ses10062023040320230916/2D
2023-09-16,pw01ses10092023040320230916/0B
2023-09-17,pw01ses10062023040420230917/1B
2023-09-17,pw01ses10092023040420230917/F9
2023-09-18,pw01ses10062023040520230918/09
2023-09-18,pw01ses10092023040520230918/E7
2023-09-23,pw01ses10062023040620230923/2D
2023-09-23,pw01ses10092023040620230923/0B
2023-09-24,pw01ses10062023040720230924/1B
2023-09-24,pw01ses10092023040720230924/F9
2023-09-30,pw01ses10062023040820230930/BA
2023-09-30,pw01ses10092023040820230930/98
2023-10-01,pw01ses10062023040920231001/35
2023-10-01,pw01ses10092023040920231001/13
2023-10-07,pw01ses10052023040120231007/35
2023-10-07,pw01ses10082023020120231007/B1
2023-10-08,pw01ses10052023040220231008/23
2023-10-08,pw01ses10082023020220231008/9F
2023-10-09,pw01ses10052023040320231009/11
2023-10-09,pw01ses10082023020320231009/8D
2023-10-14,pw01ses10042023040120231014/92
2023-10-14,pw01ses10052023040420231014/35
2023-10-14,pw01ses10082023020420231014/B1
2023-10-15,pw01ses10042023040220231015/80
2023-10-15,pw01ses10052023040520231015/23
2023-10-15,pw01ses10082023020520231015/9F
2023-10-21,pw01ses10042023040320231021/1F
2023-10-21,pw01ses10052023040620231021/C2
2023-10-21,pw01ses10082023020620231021/3E
2023-10-22,pw01ses10042023040420231022/0D
2023-10-22,pw01ses10052023040720231022/B0
2023-10-22,pw01ses10082023020720231022/2C
2023-10-28,pw01ses10042023040520231028/62
2023-10-28,pw01ses10052023040820231028/05
2023-10-28,pw01ses10082023020820231028/81
2023-10-29,pw01ses10042023040620231029/50
2023-10-29,pw01ses10052023040920231029/F3
2023-10-29,pw01ses10082023020920231029/6F
2023-11-04,pw01ses10032023030120231104/38
2023-11-04,pw01ses10052023050120231104/2E
2023-11-04,pw01ses10082023030120231104/AA
2023-11-05,pw01ses10032023030220231105/26
2023-11-05,pw01ses10052023050220231105/1C
2023-11-05,pw01ses10082023030220231105/98
2023-11-11,pw01ses10032023030320231111/C5
2023-11-11,pw01ses10052023050320231111/BB
2023-11-11,pw01ses10082023030320231111/37
2023-11-12,pw01ses10032023030420231112/B3
2023-11-12,pw01ses10052023050420231112/A9
2023-11-12,pw01ses10082023030420231112/25
2023-11-18,pw01ses10032023030520231118/08
2023-11-18,pw01ses10052023050520231118/FE
2023-11-18,pw01ses10082023030520231118/7A
2023-11-19,pw01ses10032023030620231119/F6
2023-11-19,pw01ses10052023050620231119/EC
2023-11-19,pw01ses10082023030620231119/68
2023-11-25,pw01ses10052023050720231125/8B
2023-11-25,pw01ses10082023030720231125/07
2023-11-26,pw01ses10052023050820231126/79
2023-11-26,pw01ses10082023030820231126/F5
2023-12-02,pw01ses10062023050120231202/BB
2023-12-02,pw01ses10072023040120231202/D4
2023-12-02,pw01ses10092023050120231202/99
2023-12-03,pw01ses10062023050220231203/A9
2023-12-03,pw01ses10072023040220231203/C2
2023-12-03,pw01ses10092023050220231203/87
2023-12-09,pw01ses10062023050320231209/FE
2023-12-09,pw01ses10072023040320231209/17
2023-12-09,pw01ses10092023050320231209/DC
2023-12-10,pw01ses10062023050420231210/36
2023-12-10,pw01ses10072023040420231210/4F
2023-12-10,pw01ses10092023050420231210/14
2023-12-16,pw01ses10062023050520231216/8B
2023-12-16,pw01ses10072023040520231216/A4
2023-12-16,pw01ses10092023050520231216/69
2023-12-17,pw01ses10062023050620231217/79
2023-12-17,pw01ses10072023040620231217/92
2023-12-17,pw01ses10092023050620231217/57
2023-12-23,pw01ses10062023050720231223/18
2023-12-23,pw01ses10092023050720231223/F6
2023-12-24,pw01ses10062023050820231224/06
2023-12-24,pw01ses10092023050820231224/E4
2023-12-28,pw01ses10062023050920231228/65
2023-12-28,pw01ses10092023050920231228/43
2024-01-06,pw01ses10062024010120240106/99
2024-01-06,pw01ses10082024010120240106/2D
2024-01-07,pw01ses10062024010220240107/87
2024-01-07,pw01ses10082024010220240107/1B
2024-01-08,pw01ses10062024010320240108/75
2024-01-08,pw01ses10082024010320240108/09
2024-01-13,pw01ses10062024010420240113/99
2024-01-13,pw01ses10082024010420240113/2D
2024-01-13,pw01ses10102024010120240113/AD
2024-01-14,pw01ses10062024010520240114/87
2024-01-14,pw01ses10082024010520240114/1B
2024-01-14,pw01ses10102024010220240114/9B
2024-01-20,pw01ses10062024010620240120/26
2024-01-20,pw01ses10082024010620240120/BA
2024-01-20,pw01ses10102024010320240120/3A
2024-01-21,pw01ses10062024010720240121/14
2024-01-21,pw01ses10082024010720240121/A8
2024-01-21,pw01ses10102024010420240121/28
2024-01-27,pw01ses10052024010120240127/FA
2024-01-27,pw01ses10082024020120240127/09
2024-01-27,pw01ses10102024010520240127/7D
2024-01-28,pw01ses10052024010220240128/E8
2024-01-28,pw01ses10082024020220240128/F7
2024-01-28,pw01ses10102024010620240128/6B
2024-02-03,pw01ses10052024010320240203/FD
2024-02-03,pw01ses10082024020320240203/0C
2024-02-03,pw01ses10102024010720240203/80
2024-02-04,pw01ses10052024010420240204/EB
2024-02-04,pw01ses10082024020420240204/FA
2024-02-04,pw01ses10102024010820240204/6E
2024-02-10,pw01ses10052024010520240210/8A
2024-02-10,pw01ses10082024020520240210/99
2024-02-10,pw01ses10102024020120240210/A6
2024-02-11,pw01ses10052024010620240211/78
2024-02-11,pw01ses10082024020620240211/87
2024-02-11,pw01ses10102024020220240211/94
2024-02-17,pw01ses10052024010720240217/CD
2024-02-17,pw01ses10082024020720240217/DC
2024-02-17,pw01ses10102024020320240217/E9
2024-02-18,pw01ses10052024010820240218/BB
2024-02-18,pw01ses10082024020820240218/CA
2024-02-18,pw01ses10102024020420240218/D7
2024-02-24,pw01ses10062024020120240224/3D
2024-02-24,pw01ses10092024010120240224/EA
2024-02-24,pw01ses10102024020520240224/76
2024-02-25,pw01ses10062024020220240225/2B
2024-02-25,pw01ses10092024010220240225/D8
2024-02-25,pw01ses10102024020620240225/64
2024-03-02,pw01ses10062024020320240302/36
2024-03-02,pw01ses10092024010320240302/E3
2024-03-02,pw01ses10102024020720240302/6F
2024-03-03,pw01ses10062024020420240303/24
2024-03-03,pw01ses10092024010420240303/D1
2024-03-03,pw01ses10102024020820240303/5D
2024-03-09,pw01ses10062024020520240309/79
2024-03-09,pw01ses10072024010120240309/C6
2024-03-09,pw01ses10092024010520240309/26
2024-03-10,pw01ses10062024020620240310/B1
2024-03-10,pw01ses10072024010220240310/FE
2024-03-10,pw01ses10092024010620240310/5E
2024-03-16,pw01ses10062024020720240316/06
2024-03-16,pw01ses10072024010320240316/53
2024-03-16,pw01ses10092024010720240316/B3
2024-03-17,pw01ses10062024020820240317/F4
2024-03-17,pw01ses10072024010420240317/41
2024-03-17,pw01ses10092024010820240317/A1
2024-03-23,pw01ses10062024030120240323/2C
2024-03-23,pw01ses10072024010520240323/E0
2024-03-23,pw01ses10092024020120240323/D9
2024-03-24,pw01ses10062024030220240324/1A
2024-03-24,pw01ses10072024010620240324/CE
2024-03-24,pw01ses10092024020220240324/C7
2024-03-30,pw01ses10062024030320240330/B9
2024-03-30,pw01ses10092024020320240330/66
2024-03-31,pw01ses10062024030420240331/A7
2024-03-31,pw01ses10092024020420240331/54
2024-04-06,pw01ses10032024010120240406/66
2024-04-06,pw01ses10062024030520240406/72
2024-04-06,pw01ses10092024020520240406/1F
2024-04-07,pw01ses10032024010220240407/54
2024-04-07,pw01ses10062024030620240407/60
2024-04-07,pw01ses10092024020620240407/0D
2024-04-13,pw01ses10032024010320240413/F3
2024-04-13,pw01ses10062024030720240413/FF
2024-04-13,pw01ses10092024020720240413/AC
2024-04-14,pw01ses10032024010420240414/E1
2024-04-14,pw01ses10062024030820240414/ED
2024-04-14,pw01ses10092024020820240414/9A
2024-04-20,pw01ses10032024010520240420/80
2024-04-20,pw01ses10052024020120240420/79
2024-04-20,pw01ses10082024030120240420/88
2024-04-21,pw01ses10032024010620240421/6E
2024-04-21,pw01ses10052024020220240421/67
2024-04-21,pw01ses10082024030220240421/76
2024-04-27,pw01ses10042024010120240427/5B
2024-04-27,pw01ses10052024020320240427/BC
2024-04-27,pw01ses10082024030320240427/CB
2024-04-28,pw01ses10042024010220240428/49
2024-04-28,pw01ses10052024020420240428/AA
2024-04-28,pw01ses10082024030420240428/B9
2024-05-04,pw01ses10042024010320240504/D9
2024-05-04,pw01ses10052024020520240504/3A
2024-05-04,pw01ses10082024030520240504/49
2024-05-05,pw01ses10042024010420240505/C7
2024-05-05,pw01ses10052024020620240505/28
2024-05-05,pw01ses10082024030620240505/37
2024-05-11,pw01ses10042024010520240511/66
2024-05-11,pw01ses10052024020720240511/C7
2024-05-11,pw01ses10082024030720240511/D6
2024-05-12,pw01ses10042024010620240512/54
2024-05-12,pw01ses10052024020820240512/B5
2024-05-12,pw01ses10082024030820240512/C4
2024-05-18,pw01ses10042024010720240518/A9
2024-05-18,pw01ses10052024020920240518/0A
2024-05-18,pw01ses10082024030920240518/19
2024-05-19,pw01ses10042024010820240519/97
2024-05-19,pw01ses10052024021020240519/8A
2024-05-19,pw01ses10082024031020240519/99
2024-05-25,pw01ses10052024021120240525/29
2024-05-25,pw01ses10082024031120240525/38
2024-05-26,pw01ses10052024021220240526/17
2024-05-26,pw01ses10082024031220240526/26
2024-06-01,pw01ses10052024030120240601/67
2024-06-01,pw01ses10082024040120240601/76
2024-06-02,pw01ses10052024030220240602/55
2024-06-02,pw01ses10082024040220240602/64
2024-06-08,pw01ses10022024010120240608/84
2024-06-08,pw01ses10052024030320240608/AA
2024-06-08,pw01ses10082024040320240608/B9
2024-06-09,pw01ses10022024010220240609/72
2024-06-09,pw01ses10052024030420240609/98
2024-06-09,pw01ses10082024040420240609/A7
2024-06-15,pw01ses10022024010320240615/11
2024-06-15,pw01ses10052024030520240615/37
2024-06-15,pw01ses10082024040520240615/46
2024-06-16,pw01ses10022024010420240616/FF
2024-06-16,pw01ses10052024030620240616/25
2024-06-16,pw01ses10082024040620240616/34
2024-06-22,pw01ses10022024010520240622/9E
2024-06-22,pw01ses10052024030720240622/C4
2024-06-22,pw01ses10082024040720240622/D3
2024-06-23,pw01ses10022024010620240623/8C
2024-06-23,pw01ses10052024030820240623/B2
2024-06-23,pw01ses10082024040820240623/C1
2024-06-29,pw01ses10022024010720240629/E1
2024-06-29,pw01ses10032024020120240629/AA
2024-06-29,pw01ses10102024030120240629/26
2024-06-30,pw01ses10022024010820240630/19
2024-06-30,pw01ses10032024020220240630/E2
2024-06-30,pw01ses10102024030220240630/5E
2024-07-06,pw01ses10022024010920240706/5F
2024-07-06,pw01ses10032024020320240706/28
2024-07-06,pw01ses10102024030320240706/A4
2024-07-07,pw01ses10022024011020240707/DF
2024-07-07,pw01ses10032024020420240707/16
2024-07-07,pw01ses10102024030420240707/92
2024-07-13,pw01ses10022024011120240713/7E
2024-07-13,pw01ses10032024020520240713/B5
2024-07-13,pw01ses10102024030520240713/31
2024-07-14,pw01ses10022024011220240714/6C
2024-07-14,pw01ses10032024020620240714/A3
2024-07-14,pw01ses10102024030620240714/1F
2024-07-20,pw01ses10012024010120240720/CB
2024-07-20,pw01ses10032024020720240720/42
2024-07-20,pw01ses10102024030720240720/BE
2024-07-21,pw01ses10012024010220240721/B9
2024-07-21,pw01ses10032024020820240721/30
2024-07-21,pw01ses10102024030820240721/AC
2024-07-27,pw01ses10012024010320240727/0E
2024-07-27,pw01ses10042024020120240727/37
2024-07-28,pw01ses10012024010420240728/FC
2024-07-28,pw01ses10042024020220240728/25
2024-08-03,pw01ses10012024010520240803/11
2024-08-03,pw01ses10042024020320240803/3A
2024-08-04,pw01ses10012024010620240804/FF
2024-08-04,pw01ses10042024020420240804/28
2024-08-10,pw01ses10012024020120240810/1D
2024-08-10,pw01ses10042024030120240810/2C
2024-08-10,pw01ses10072024020120240810/D9
2024-08-11,pw01ses10012024020220240811/0B
2024-08-11,pw01ses10042024030220240811/1A
2024-08-11,pw01ses10072024020220240811/C7
2024-08-17,pw01ses10012024020320240817/60
2024-08-17,pw01ses10042024030320240817/6F
2024-08-17,pw01ses10072024020320240817/1C
2024-08-18,pw01ses10012024020420240818/4E
2024-08-18,pw01ses10042024030420240818/5D
2024-08-18,pw01ses10072024020420240818/0A
2024-08-24,pw01ses10012024020520240824/ED
2024-08-24,pw01ses10042024030520240824/FC
2024-08-24,pw01ses10072024020520240824/A9
2024-08-25,pw01ses10012024020620240825/DB
2024-08-25,pw01ses10042024030620240825/EA
2024-08-25,pw01ses10072024020620240825/97
2024-08-31,pw01ses10012024020720240831/7A
2024-08-31,pw01ses10042024030720240831/89
2024-08-31,pw01ses10072024020720240831/36
2024-09-01,pw01ses10012024020820240901/DE
2024-09-01,pw01ses10042024030820240901/ED
2024-09-01,pw01ses10072024020820240901/9A
2024-09-07,pw01ses10062024040120240907/6F
2024-09-07,pw01ses10072024030120240907/88
2024-09-08,pw01ses10062024040220240908/5D
2024-09-08,pw01ses10072024030220240908/76
2024-09-14,pw01ses10062024040320240914/FC
2024-09-14,pw01ses10072024030320240914/15
2024-09-15,pw01ses10062024040420240915/EA
2024-09-15,pw01ses10072024030420240915/03
2024-09-16,pw01ses10062024040520240916/D8
2024-09-16,pw01ses10072024030520240916/F1
2024-09-21,pw01ses10062024040620240921/FC
2024-09-21,pw01ses10072024030620240921/15
2024-09-22,pw01ses10062024040720240922/EA
2024-09-22,pw01ses10072024030720240922/03
2024-09-28,pw01ses10062024040820240928/3F
2024-09-28,pw01ses10072024030820240928/58
2024-09-29,pw01ses10062024040920240929/2D
2024-09-29,pw01ses10072024030920240929/46
2024-10-05,pw01ses10042024040120241005/BA
2024-10-05,pw01ses10052024040120241005/04
2024-10-05,pw01ses10082024050120241005/13
2024-10-06,pw01ses10042024040220241006/A8
2024-10-06,pw01ses10052024040220241006/F2
2024-10-06,pw01ses10082024050220241006/01
2024-10-12,pw01ses10042024040320241012/47
2024-10-12,pw01ses10082024050320241012/A0
2024-10-13,pw01ses10052024040320241013/0C
2024-10-13,pw01ses10082024050420241013/8E
2024-10-14,pw01ses10042024040420241014/B0
2024-10-14,pw01ses10052024040420241014/FA
2024-10-19,pw01ses10042024040520241019/8A
2024-10-19,pw01ses10052024040520241019/D4
2024-10-19,pw01ses10082024050520241019/E3
2024-10-20,pw01ses10042024040620241020/C2
2024-10-20,pw01ses10052024040620241020/0C
2024-10-20,pw01ses10082024050620241020/1B
2024-10-26,pw01ses10042024040720241026/17
2024-10-26,pw01ses10052024040720241026/61
2024-10-26,pw01ses10082024050720241026/70
2024-10-27,pw01ses10042024040820241027/05
2024-10-27,pw01ses10052024040820241027/4F
2024-10-27,pw01ses10082024050820241027/5E
2024-11-02,pw01ses10032024030120241102/07
2024-11-02,pw01ses10052024050120241102/FD
2024-11-02,pw01ses10082024060120241102/0C
2024-11-03,pw01ses10032024030220241103/F5
2024-11-03,pw01ses10052024050220241103/EB
2024-11-03,pw01ses10082024060220241103/FA
2024-11-09,pw01ses10032024030320241109/4A
2024-11-09,pw01ses10052024050320241109/40
2024-11-09,pw01ses10082024060320241109/4F
2024-11-10,pw01ses10032024030420241110/82
2024-11-10,pw01ses10052024050420241110/78
2024-11-10,pw01ses10082024060420241110/87
2024-11-16,pw01ses10032024030520241116/D7
2024-11-16,pw01ses10052024050520241116/CD
2024-11-16,pw01ses10082024060520241116/DC
2024-11-17,pw01ses10032024030620241117/C5
2024-11-17,pw01ses10052024050620241117/BB
2024-11-17,pw01ses10082024060620241117/CA
2024-11-23,pw01ses10052024050720241123/5A
2024-11-23,pw01ses10082024060720241123/69
2024-11-24,pw01ses10052024050820241124/48
2024-11-24,pw01ses10082024060820241124/57
2024-11-30,pw01ses10062024050120241130/99
2024-11-30,pw01ses10072024040120241130/B2
2024-11-30,pw01ses10082024070120241130/8F
2024-12-01,pw01ses10062024050220241201/78
2024-12-01,pw01ses10072024040220241201/91
2024-12-01,pw01ses10082024070220241201/6E
2024-12-07,pw01ses10062024050320241207/CD
2024-12-07,pw01ses10072024040320241207/E6
2024-12-07,pw01ses10082024070320241207/C3
2024-12-08,pw01ses10062024050420241208/BB
2024-12-08,pw01ses10072024040420241208/D4
2024-12-08,pw01ses10082024070420241208/B1
2024-12-14,pw01ses10062024050520241214/5A
2024-12-14,pw01ses10072024040520241214/73
2024-12-14,pw01ses10082024070520241214/50
2024-12-15,pw01ses10062024050620241215/48
2024-12-15,pw01ses10072024040620241215/61
2024-12-15,pw01ses10082024070620241215/3E
2024-12-21,pw01ses10062024050720241221/E7
2024-12-21,pw01ses10082024070720241221/DD
2024-12-22,pw01ses10062024050820241222/D5
2024-12-22,pw01ses10082024070820241222/CB
2024-12-28,pw01ses10062024050920241228/2A
2024-12-28,pw01ses10082024070920241228/20
2025-01-05,pw01ses10062025010120250105/E3
2025-01-05,pw01ses10072025010120250105/2D
2025-01-06,pw01ses10062025010220250106/D1
2025-01-06,pw01ses10072025010220250106/1B
2025-01-11,pw01ses10062025010320250111/F5
2025-01-11,pw01ses10072025010320250111/3F
2025-01-12,pw01ses10062025010420250112/E3
2025-01-12,pw01ses10072025010420250112/2D
2025-01-13,pw01ses10062025010520250113/D1
2025-01-13,pw01ses10072025010520250113/1B
2025-01-18,pw01ses10062025010620250118/AB
2025-01-18,pw01ses10072025010620250118/F5
2025-01-19,pw01ses10062025010720250119/99
2025-01-19,pw01ses10072025010720250119/E3
2025-01-25,pw01ses10062025010820250125/38
2025-01-25,pw01ses10072025010820250125/82
2025-01-25,pw01ses10102025010120250125/80
2025-01-26,pw01ses10062025010920250126/26
2025-01-26,pw01ses10072025010920250126/70
2025-01-26,pw01ses10102025010220250126/6E
2025-02-01,pw01ses10052025010120250201/E6
2025-02-01,pw01ses10082025010120250201/C4
2025-02-01,pw01ses10102025010320250201/83
2025-02-02,pw01ses10052025010220250202/D4
2025-02-02,pw01ses10082025010220250202/B2
2025-02-02,pw01ses10102025010420250202/71
2025-02-08,pw01ses10052025010320250208/29
2025-02-08,pw01ses10102025010520250208/C6
2025-02-09,pw01ses10052025010420250209/17
2025-02-09,pw01ses10082025010420250209/F5
2025-02-09,pw01ses10102025010620250209/B4
2025-02-10,pw01ses10082025010320250210/47
2025-02-15,pw01ses10052025010520250215/B6
2025-02-15,pw01ses10082025010520250215/94
2025-02-15,pw01ses10102025010720250215/53
2025-02-16,pw01ses10052025010620250216/A4
2025-02-16,pw01ses10082025010620250216/82
2025-02-16,pw01ses10102025010820250216/41
2025-02-22,pw01ses10052025010720250222/43
2025-02-22,pw01ses10082025010720250222/21
2025-02-22,pw01ses10102025010920250222/E0
2025-02-23,pw01ses10052025010820250223/31
2025-02-23,pw01ses10082025010820250223/0F
2025-02-23,pw01ses10102025011020250223/60
2025-03-01,pw01ses10062025020120250301/9A
2025-03-01,pw01ses10092025010120250301/47
2025-03-01,pw01ses10102025011120250301/E6
2025-03-02,pw01ses10062025020220250302/88
2025-03-02,pw01ses10092025010220250302/35
2025-03-02,pw01ses10102025011220250302/D4
2025-03-08,pw01ses10062025020320250308/DD
2025-03-08,pw01ses10092025010320250308/8A
2025-03-09,pw01ses10062025020420250309/CB
2025-03-09,pw01ses10092025010420250309/78
2025-03-15,pw01ses10062025020520250315/6A
2025-03-15,pw01ses10072025020120250315/E8
2025-03-15,pw01ses10092025010520250315/17
2025-03-16,pw01ses10062025020620250316/58
2025-03-16,pw01ses10072025020220250316/D6
2025-03-16,pw01ses10092025010620250316/05
2025-03-22,pw01ses10062025020720250322/F7
2025-03-22,pw01ses10072025020320250322/75
2025-03-22,pw01ses10092025010720250322/A4
2025-03-23,pw01ses10062025020820250323/E5
2025-03-23,pw01ses10072025020420250323/63
2025-03-23,pw01ses10092025010820250323/92
2025-03-29,pw01ses10062025030120250329/D3
2025-03-29,pw01ses10072025020520250329/B8
2025-03-29,pw01ses10092025020120250329/80
2025-03-30,pw01ses10062025030220250330/0B
2025-03-30,pw01ses10072025020620250330/F0
2025-03-30,pw01ses10092025020220250330/B8
2025-04-05,pw01ses10062025030320250405/D6
2025-04-05,pw01ses10092025020320250405/83
2025-04-06,pw01ses10062025030420250406/C4
2025-04-06,pw01ses10092025020420250406/71
2025-04-12,pw01ses10032025010120250412/57
2025-04-12,pw01ses10062025030520250412/63
2025-04-12,pw01ses10092025020520250412/10
2025-04-13,pw01ses10032025010220250413/45
2025-04-13,pw01ses10062025030620250413/51
2025-04-13,pw01ses10092025020620250413/FE
2025-04-19,pw01ses10032025010320250419/9A
2025-04-19,pw01ses10062025030720250419/A6
2025-04-19,pw01ses10092025020720250419/53
2025-04-20,pw01ses10032025010420250420/D2
2025-04-20,pw01ses10062025030820250420/DE
2025-04-20,pw01ses10092025020820250420/8B
2025-04-26,pw01ses10032025010520250426/27
2025-04-26,pw01ses10052025020120250426/20
2025-04-26,pw01ses10082025020120250426/FE
2025-04-27,pw01ses10032025010620250427/15
2025-04-27,pw01ses10052025020220250427/0E
2025-04-27,pw01ses10082025020220250427/EC
2025-05-03,pw01ses10042025010120250503/3D
2025-05-03,pw01ses10052025020320250503/9E
2025-05-03,pw01ses10082025020320250503/7C
2025-05-04,pw01ses10042025010220250504/2B
2025-05-04,pw01ses10052025020420250504/8C
2025-05-04,pw01ses10082025020420250504/6A
2025-05-10,pw01ses10042025010320250510/CA
2025-05-10,pw01ses10052025020520250510/2B
2025-05-10,pw01ses10082025020520250510/09
2025-05-11,pw01ses10042025010420250511/B8
2025-05-11,pw01ses10052025020620250511/19
2025-05-11,pw01ses10082025020620250511/F7
2025-05-17,pw01ses10042025010520250517/0D
2025-05-17,pw01ses10052025020720250517/6E
2025-05-17,pw01ses10082025020720250517/4C
2025-05-18,pw01ses10042025010620250518/FB
2025-05-18,pw01ses10052025020820250518/5C
2025-05-18,pw01ses10082025020820250518/3A
2025-05-24,pw01ses10042025010720250524/9A
2025-05-24,pw01ses10052025020920250524/FB
2025-05-24,pw01ses10082025020920250524/D9
2025-05-25,pw01ses10042025010820250525/88
2025-05-25,pw01ses10052025021020250525/7B
2025-05-25,pw01ses10082025021020250525/59
2025-05-31,pw01ses10052025021120250531/1A
2025-05-31,pw01ses10082025021120250531/F8
2025-06-01,pw01ses10052025021220250601/7E
2025-06-01,pw01ses10082025021220250601/5C
2025-06-07,pw01ses10052025030120250607/0E
2025-06-07,pw01ses10092025030120250607/36
